,D28-CTL_values,D28-CTL_std,D14-JFD-CCl4_values,D14-JFD-CCl4_std,D28-JFD-CCl4_values,D28-JFD-CCl4_std,D28-CCl4_values,D28-CCl4_std,D1-CCl4_values,D1-CCl4_std,D14-CCl4_values,D14-CCl4_std,D1-JFD-CCl4_values,D1-JFD-CCl4_std,D14-JFH-CCl4_values,D14-JFH-CCl4_std,D1-JFH-CCl4_values,D1-JFH-CCl4_std,D1-CTL_values,D1-CTL_std,D28-JFH-CCl4_values,D28-JFH-CCl4_std,D14-CTL_values,D14-CTL_std
3998912,0.0,0.0,3.2,5.03587132480567,0.0,0.0,15.2,30.400000000000002,0.0,0.0,6.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0
665703,19.8,35.73457709278228,0.2,0.4,7.6,8.260750571225353,0.0,0.0,0.2,0.4000000000000001,0.0,0.0,11.8,14.878171930717832,4.6,6.974238309665077,0.4,0.48989794855663565,0.6,0.7999999999999999,0.8,0.7483314773547883,5.4,8.822698000045111
344198,0.0,0.0,1.6,3.2,0.2,0.4,0.2,0.4000000000000001,0.0,0.0,1.2,2.4000000000000004,0.0,0.0,0.2,0.4000000000000001,0.2,0.4000000000000001,0.0,0.0,1.8,2.4000000000000004,0.0,0.0
270519,76.4,34.09750724026611,16.8,17.554486605993354,50.0,24.939927826679853,11.4,8.357032966310472,31.0,13.711309200802088,10.2,5.035871324805669,25.2,20.291870293297265,24.8,30.148963497938038,14.0,10.488088481701515,21.2,7.93473376995095,7.8,1.6000000000000003,43.2,20.488045294756645
439880,16.2,17.29045979724079,4.2,7.4404300950953095,5.0,3.63318042491699,4.2,4.214261501141095,3.8,3.9698866482558417,4.6,7.28285658241325,4.4,3.6110940170535577,2.8,3.3105890714493698,2.8,2.7856776554368237,9.2,11.889491158161478,0.4,0.48989794855663565,12.0,8.221921916437786
339905,548.0,425.59840225264,682.4,282.41076466735467,803.6,267.9810441057352,612.6,324.9317466792064,576.0,190.38172181173275,312.6,169.76878393862634,445.2,233.21869564852642,640.8,287.5930458130029,332.6,238.9264321920034,455.6,246.325475742969,384.0,250.01919926277662,541.0,42.8485705712571
269949,0.6,0.7999999999999999,0.0,0.0,0.4,0.8,0.4,0.8000000000000002,9.4,8.890444308357148,0.2,0.4,2.0,2.6076809620810595,2.4,4.31740662898458,3.4,4.079215610874227,0.0,0.0,0.4,0.8000000000000002,0.2,0.4
340451,0.0,0.0,1.4,1.8547236990991407,0.2,0.4000000000000001,1.4,1.2000000000000002,4.8,4.707440918375928,0.6,1.2,5.4,7.002856560004639,6.6,12.705904139414871,1.2,2.4,4.0,6.06630035524124,1.4,1.3564659966250536,1.4,1.8547236990991407
327284,3.2,2.227105745132009,36.4,66.37348868335911,6.0,5.477225575051661,5.2,4.445222154178574,11.2,6.554387843269575,5.0,6.54217089351845,9.4,4.127953488110059,46.4,50.64227483042206,9.4,13.922643427165692,7.6,8.979977728257458,2.6,4.223742416388576,69.2,89.28695313426257
329712,1.0,1.0954451150103321,35.4,54.201844987048176,19.0,14.737706741552431,2.2,4.4,26.0,34.158454297582026,1.2,2.4,15.6,23.879698490558877,20.8,40.60738849027354,9.0,12.198360545581526,15.8,12.416118556135006,5.4,10.307278981380101,7.2,11.05260150371848
210867,3.0,5.513619500836088,0.4,0.8,2.0,4.0,5.0,6.6932802122726045,0.0,0.0,16.4,25.958428303732102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.0,0.0
353012,45.4,16.788091017146648,39.8,27.249954128401757,88.4,67.04804247701793,29.6,18.639742487491613,21.4,17.760630619434657,25.4,15.755633912984907,11.2,13.059862173851606,31.8,14.386104406683554,11.6,12.53156015825643,26.0,18.20988742414406,25.8,24.391801901458614,51.6,34.08577415873079
349175,15.0,16.443843832875572,1.4,1.4966629547095764,1.2,1.1661903789690602,1.0,1.5491933384829668,3.6,4.127953488110059,0.0,0.0,15.0,16.864163187066236,15.8,19.782820830205182,0.8,1.1661903789690604,2.0,1.6733200530681511,0.6,0.48989794855663565,14.0,26.023066690918657
271139,7.2,14.400000000000002,1.2,1.4696938456699067,2.6,2.8,4.2,6.939740629158989,12.0,14.75127113166862,0.2,0.4,11.0,13.475904422338413,1.2,1.4696938456699067,5.0,6.131883886702357,8.0,10.430723848324238,5.0,9.50789145920377,0.0,0.0
317031,0.8,1.6000000000000003,0.4,0.8000000000000002,2.4,3.3823069050575527,0.4,0.8000000000000002,5.0,4.604345773288535,0.2,0.4,1.4,1.4966629547095764,7.6,12.84678948220138,1.8,1.7204650534085255,0.4,0.8000000000000002,0.0,0.0,0.0,0.0
270993,2.0,3.521363372331802,1.4,2.8,0.0,0.0,0.0,0.0,7.4,9.951884243699784,0.8,1.6000000000000003,2.2,3.919183588453085,3.0,4.2895221179054435,0.0,0.0,0.6,1.2000000000000002,1.4,2.8,1.6,2.7276363393971716
339017,107.2,100.50552223634281,339.0,141.2161463856028,237.0,199.21345336096155,36.6,37.84494682252837,233.2,79.34582534702125,2.0,1.5491933384829668,48.0,47.095647357266465,260.4,189.9248272343561,82.8,108.9814663142316,188.6,124.68135385854615,76.8,57.492260348676496,182.4,150.8437602289203
339013,1617.8,1075.5302692160737,351.0,327.92255183198364,633.6,297.6377664208627,679.0,361.6003318582548,417.4,109.25310064249892,874.8,814.4982259035313,281.2,173.02069240411677,587.8,805.0300367067058,347.4,131.0199984735155,313.4,131.99787877083477,615.8,228.1958807691322,264.0,104.89041900955492
293737,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.192301994298868,0.0,0.0,0.4,0.48989794855663565,0.2,0.4000000000000001,22.6,42.240265150682944,0.2,0.4000000000000001,0.0,0.0,12.8,24.612192100664256
466409,9.4,9.243376006633074,0.0,0.0,0.2,0.4,2.0,2.449489742783178,29.6,43.85704048382654,13.8,18.659046063504963,1.2,1.5999999999999999,4.6,6.6211781428987395,2.0,2.0976176963403033,1.0,1.5491933384829668,0.2,0.4000000000000001,8.4,7.83836717690617
264846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,7.200000000000001,0.0,0.0,0.0,0.0,10.8,21.6
4336943,0.4,0.48989794855663565,36.8,36.864074652702186,1.0,1.2649110640673518,21.2,12.765578717786358,6.2,1.8330302779823362,19.8,10.380751417888785,2.2,1.6,13.0,13.386560424545209,3.2,1.7204650534085255,6.4,5.0039984012787215,37.2,27.24261367783936,3.0,3.286335345030997
1111294,0.6,0.48989794855663565,2.2,3.4871191548325386,1.6,2.0591260281974,0.0,0.0,18.4,36.8,1.6,1.624807680927192,0.4,0.8,0.8,0.7483314773547883,0.8,0.9797958971132713,1.0,1.2649110640673518,0.8,1.1661903789690602,1.4,1.3564659966250536
2212505,182.8,105.05503319689163,171.4,90.61037468193143,874.0,806.460662400839,632.4,159.78435467842277,46.0,31.240998703626616,13.2,13.347658970770867,13.2,11.702991070662234,504.4,327.63858136672485,13.6,10.707007051459339,70.4,11.84229707446997,827.4,329.2656070712518,51.2,26.93993318477238
4402077,2.2,3.919183588453085,0.4,0.8,8.0,16.0,2.4,4.800000000000001,24.8,29.33530296417612,0.0,0.0,10.8,12.998461447417537,6.6,7.472616676907761,20.6,24.311314238436392,3.2,5.912698199637794,3.6,7.2,0.0,0.0
180731,133.4,177.28688614784795,15.8,17.232527382830416,43.4,36.29655631048213,113.6,54.45585367983868,64.0,27.720028860013837,29.2,37.50946547206451,58.2,62.869388417575685,27.6,36.55461667149582,80.0,47.146579939588406,27.0,9.38083151964686,87.0,57.71308343867966,74.6,64.27939016512214
548280,0.0,0.0,29.8,59.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,19.093454375780198,6.8,12.6237870704476,0.0,0.0
233435,2.2,2.227105745132009,4.8,8.611620056644394,3.8,6.144916598294887,1.4,0.8,4.6,3.5552777669262356,0.2,0.4,0.6,0.48989794855663565,10.6,9.850888284819801,1.2,1.1661903789690602,1.4,1.3564659966250538,3.0,5.019960159204453,3.8,4.166533331199932
697874,0.6,1.2000000000000002,4.6,8.708616422830895,7.2,11.9565881421081,0.0,0.0,3.6,2.870540018881465,2.4,3.8781438859330635,3.2,4.445222154178574,0.6,0.7999999999999999,1.6,1.019803902718557,0.2,0.4000000000000001,0.2,0.4000000000000001,0.8,1.6000000000000003
273648,3.6,1.019803902718557,5.0,3.3466401061363023,10.2,5.528109984434102,1.0,0.8944271909999159,10.6,4.17612260356422,0.2,0.4000000000000001,4.6,2.4166091947189146,8.8,9.282241108697834,9.6,6.118823416311342,2.8,2.0396078054371136,1.6,2.0591260281974,4.0,1.2649110640673518
465433,31.8,34.87922017476882,10.4,15.001333274079341,38.4,39.59090804717669,7.8,11.63443165779919,12.4,11.77454882362802,25.0,28.340783334269364,17.0,18.994736112934024,5.0,7.64198926981712,15.8,17.0926884953772,9.6,11.876026271442818,15.2,20.033971149025845,51.8,42.00666613765011
189721,478.0,187.3125729896421,624.6,526.3088826915236,1058.4,511.5961688675942,371.8,327.0549800874465,364.8,214.27683029203135,790.4,410.75033779657446,512.2,377.78004182328107,385.2,534.9094876705777,135.6,106.51122006624466,358.4,257.6801117665079,289.2,347.1514943076005,652.8,506.4525249221294
315147,3.6,4.758150901348128,30.6,39.78743520258626,22.6,41.73056433838392,41.2,60.06463185602655,5.2,5.912698199637793,5.8,7.166589146867567,0.2,0.4000000000000001,3.2,1.469693845669907,1.8,2.638181191654584,6.6,5.083306010855534,26.2,26.331729908990027,17.0,17.787636155487327
326095,0.8,0.7483314773547883,31.6,54.78174878552162,17.0,28.621670111997307,0.8,0.7483314773547883,2.8,1.7204650534085253,0.2,0.4000000000000001,0.4,0.48989794855663565,3.0,2.280350850198276,4.0,7.5099933422074345,21.4,34.95482799271082,8.2,14.441606558828557,3.4,4.715930449020639
261265,3.6,3.1368774282716245,0.8,1.6,1.6,2.332380757938121,8.6,12.306096050332128,77.8,74.64690214603684,0.6,0.7999999999999999,11.2,5.635601121442148,7.6,7.200000000000001,9.6,5.748043145279966,1.4,1.7435595774162693,1.8,1.469693845669907,4.2,3.9698866482558417
206790,14.6,16.280049139974977,46.2,35.65613551690649,20.8,13.43726162579266,73.2,67.6443641407028,10.8,8.207313811473277,2.2,2.4,1.8,1.8330302779823362,100.0,77.61700844531435,0.6,0.7999999999999999,5.0,6.0332412515993425,46.4,42.10748152050891,75.2,85.95207967233834
342962,6.2,12.400000000000002,2.0,2.0976176963403033,2.2,3.4871191548325386,1.0,1.0954451150103321,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.3323807579381204,0.2,0.4,1.2,0.9797958971132712
330116,46.8,31.77042650012744,2.4,4.317406628984581,0.0,0.0,1.4,1.9595917942265424,0.0,0.0,0.0,0.0,2.8,2.3151673805580453,0.2,0.4,1.0,2.0,1.2,1.9390719429665317,1.8,2.7129319932501077,0.0,0.0
321251,1.6,1.2,0.8,1.6,0.6,0.48989794855663565,0.6,0.7999999999999999,0.6,0.7999999999999999,3.4,5.4258639865002145,0.2,0.4,2.0,3.521363372331802,0.8,0.7483314773547883,0.0,0.0,0.4,0.8000000000000002,1.8,1.8330302779823362
1107439,39.8,46.01043359934788,129.0,149.22064200371207,98.4,131.4817097546271,0.0,0.0,0.0,0.0,0.0,0.0,67.2,87.72320103598592,0.4,0.8,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.0,0.0
336696,24.4,10.9288608738514,18.0,30.126400382388866,46.0,33.1602171283603,10.0,5.403702434442518,24.0,16.57709262808168,8.0,9.055385138137417,15.4,15.317963311093289,4.2,3.762977544445356,6.4,6.280127387243033,6.0,6.164414002968976,11.6,9.09065454189081,0.6,0.7999999999999999
307608,1.0,0.8944271909999159,6.2,5.1536394906900505,4.2,4.48998886412873,1.6,2.244994432064365,1.6,2.0591260281974,3.0,3.687817782917155,1.8,2.1354156504062622,1.4,1.3564659966250538,0.4,0.48989794855663565,4.6,2.4979991993593593,1.4,1.2000000000000002,2.4,2.416609194718914
336691,0.4,0.48989794855663565,1.0,1.5491933384829668,5.4,3.9293765408777,2.2,2.039607805437114,7.4,6.6211781428987395,3.0,4.147288270665544,1.2,1.1661903789690602,4.8,8.63481325796916,24.0,18.72965562950905,0.0,0.0,0.4,0.8,0.2,0.4000000000000001
2797565,1.4,1.4966629547095764,0.8,0.7483314773547883,1.4,1.3564659966250538,3.2,2.4819347291981715,2.2,2.227105745132009,0.8,1.1661903789690602,1.8,2.227105745132009,1.0,1.2649110640673518,2.4,1.3564659966250536,0.4,0.8,1.0,1.2649110640673518,1.0,1.2649110640673518
180725,0.0,0.0,0.8,1.6000000000000003,0.0,0.0,44.2,88.4,29.2,35.18749777975126,15.4,26.978509966267595,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,0.0,0.0,0.4,0.48989794855663565
276218,17.2,13.962807740565648,17.8,14.2464030548065,19.2,23.267144216684606,21.8,19.953946977979072,0.2,0.4000000000000001,37.8,15.7403938959608,0.2,0.4000000000000001,3.4,1.2,0.2,0.4000000000000001,3.4,4.923413450036469,8.8,7.249827584156743,10.6,11.253443917308159
349459,6.4,5.083306010855534,9.2,15.14463601411404,11.0,8.366600265340756,2.4,4.317406628984581,27.0,13.114877048604,3.4,4.715930449020639,26.2,19.072493282211425,5.4,6.248199740725324,18.6,21.490463001061656,0.2,0.4,4.6,8.2365041127896,1.2,0.9797958971132713
259120,1.4,1.4966629547095764,11.8,8.304215796810679,3.0,1.8973665961010275,2.4,2.9393876913398134,3.0,2.756809750418044,7.4,6.118823416311342,9.8,18.616122045152157,8.2,13.090454537562858,0.8,0.7483314773547883,4.2,3.709447398198282,7.6,7.631513611335566,0.8,1.1661903789690602
1110008,8.8,16.14187101918486,0.0,0.0,0.4,0.8,0.6,0.48989794855663565,1.4,1.9595917942265424,4.8,8.63481325796916,0.4,0.48989794855663565,2.2,3.1240998703626617,1.4,1.7435595774162693,0.0,0.0,0.2,0.4,0.6,1.2000000000000002
345126,131.2,95.87366687469506,134.8,56.52043878102858,148.0,69.18092222571191,74.4,33.8325287260648,84.6,31.296006134968728,55.6,32.10358235462204,58.8,39.6050501830259,91.8,40.94093306215675,43.0,19.979989989987484,59.6,36.477938538245276,79.4,35.069074695520555,96.8,33.065994616826515
261350,18.0,31.52776554086889,22.4,20.22473732833136,16.4,28.408449447303525,27.6,29.31620712165883,2.2,3.4292856398964493,22.8,43.111019472983934,0.0,0.0,26.0,15.658863304850707,0.6,0.7999999999999999,6.2,2.9257477676655586,20.4,32.45057780687426,20.8,24.268498099388022
183838,6.8,12.106196760337244,0.2,0.4,1.6,2.244994432064365,1.6,1.2000000000000002,17.2,17.948816116947658,7.4,10.61319932913728,0.4,0.8,2.0,3.521363372331802,7.4,8.333066662399863,0.0,0.0,0.2,0.4,0.0,0.0
265182,8.8,6.241794613730894,2.0,2.0976176963403033,11.0,8.831760866327848,6.2,8.518215775618742,14.4,16.36581803638303,3.0,4.2895221179054435,0.2,0.4,2.0,2.6076809620810595,11.2,14.076931483814219,15.6,23.795797948377356,1.6,3.2000000000000006,8.8,8.97552226892675
278563,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.309267808194924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,26.399999999999995,0.2,0.4,0.0,0.0,0.0,0.0
351859,17.4,10.461357464497617,138.6,108.21940676237327,38.6,17.839282496782204,12.8,10.457533169921097,109.8,100.44580628378668,46.0,46.07819440906946,188.0,162.77223350436645,72.0,35.45701623092389,44.8,48.13481068831579,54.8,27.722914709676544,18.2,14.661514246489002,74.0,50.211552455585355
1111191,0.2,0.4000000000000001,0.0,0.0,0.2,0.4,0.4,0.48989794855663565,0.2,0.4000000000000001,0.2,0.4,1.6,2.3323807579381204,0.0,0.0,0.8,1.6000000000000003,0.0,0.0,0.0,0.0,0.6,0.7999999999999999
272905,0.8,1.1661903789690602,0.4,0.48989794855663565,3.0,3.286335345030997,22.0,21.23205124334434,6.2,7.756287771866127,6.6,11.217842929904124,0.0,0.0,0.6,0.7999999999999999,0.6,1.2000000000000002,1.0,1.5491933384829668,12.4,14.10815367083872,23.8,45.14155513493084
321195,4.2,3.7094473981982814,3.8,3.3704599092705436,2.8,1.9390719429665317,0.2,0.4,4.0,3.03315017762062,1.4,2.33238075793812,3.4,1.7435595774162693,2.0,2.5298221281347035,1.4,1.4966629547095764,2.2,1.469693845669907,1.4,1.2000000000000002,5.6,7.391887445030531
400599,9.0,11.55854662143991,7.8,8.749857141690942,14.0,6.099180272790763,6.4,5.535341001239218,29.2,19.425756098540926,5.0,7.58946638440411,23.8,17.37124060048677,2.0,2.280350850198276,22.4,12.126005112979296,4.2,4.445222154178574,2.8,3.762977544445356,12.6,8.114185110040317
350320,0.0,0.0,1.4,1.3564659966250538,0.6,0.7999999999999999,1.8,2.638181191654584,4.2,3.059411708155671,0.0,0.0,0.2,0.4,1.6,1.2,0.8,1.6000000000000003,4.0,5.621387729022079,0.0,0.0,3.4,5.351635264103861
4480176,26.6,14.82700239428051,2.2,1.8330302779823358,3.0,0.8944271909999159,8.4,9.350935782048769,5.6,5.238320341483518,4.4,7.391887445030531,0.6,0.7999999999999999,5.0,6.6332495807108,11.8,11.214276615100948,18.6,19.955951493226276,2.4,4.8,5.8,6.968500556073738
344527,1.2,0.9797958971132712,2.6,2.870540018881465,1.0,1.5491933384829668,4.2,3.4871191548325386,10.4,6.086049621881176,7.4,8.754427451295715,3.8,2.315167380558045,0.2,0.4000000000000001,3.2,2.4819347291981715,2.4,1.4966629547095767,1.2,1.5999999999999999,3.0,4.560701700396552
398255,1034.0,881.9743760450187,589.8,988.8557832161372,1088.6,388.22550148077596,1107.8,899.3151616646969,302.2,164.1467635989208,489.6,339.60541809576597,151.0,163.08034829494326,571.2,296.4560001079418,189.0,170.24922907314442,652.4,676.1022407890689,1331.4,1198.8218549893056,370.2,95.22478668918087
353593,1.2,1.9390719429665315,5.4,5.571355310873648,2.4,2.9393876913398134,3.8,3.8678159211627436,10.0,12.066482503198685,6.0,9.549869109050658,15.0,23.7823463939116,5.6,6.711184694225007,3.8,4.445222154178573,4.6,4.963869458396343,1.0,1.5491933384829668,2.0,3.03315017762062
4402042,3.2,4.664761515876241,2.2,2.4,1.6,2.7276363393971716,1.8,2.227105745132009,3.4,4.176122603564219,2.0,2.280350850198276,6.8,8.44748483277715,1.2,1.9390719429665315,5.6,4.758150901348127,3.8,4.791659420284375,0.4,0.8,5.6,8.309031231136395
238570,0.0,0.0,0.0,0.0,8.0,16.0,11.2,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327900,0.2,0.4,0.2,0.4,0.0,0.0,1.0,1.2649110640673518,0.8,1.1661903789690602,0.2,0.4,2.0,4.0,0.2,0.4000000000000001,0.6,0.7999999999999999,0.0,0.0,0.0,0.0,1.4,2.33238075793812
266720,1.0,0.6324555320336759,2.6,2.8000000000000003,5.2,5.635601121442149,1.8,1.32664991614216,8.8,6.64529909033446,3.2,4.445222154178574,1.2,1.4696938456699067,2.2,2.0396078054371136,4.0,2.5298221281347035,2.2,1.6,1.8,2.227105745132009,3.0,1.2649110640673518
