,D28-CTL_values,D28-CTL_std,D14-JFD-CCl4_values,D14-JFD-CCl4_std,D28-JFD-CCl4_values,D28-JFD-CCl4_std,D28-CCl4_values,D28-CCl4_std,D1-CCl4_values,D1-CCl4_std,D14-CCl4_values,D14-CCl4_std,D1-JFD-CCl4_values,D1-JFD-CCl4_std,D14-JFH-CCl4_values,D14-JFH-CCl4_std,D1-JFH-CCl4_values,D1-JFH-CCl4_std,D1-CTL_values,D1-CTL_std,D28-JFH-CCl4_values,D28-JFH-CCl4_std,D14-CTL_values,D14-CTL_std
169845,0.2,0.4000000000000001,2.4,4.8,0.0,0.0,0.0,0.0,3.6,7.200000000000001,6.2,7.652450587883597,1.0,2.0,2.6,3.5552777669262356,0.4,0.8,5.2,7.520638270785266,0.4,0.8000000000000002,0.2,0.4000000000000001
555945,0.4,0.48989794855663565,3.4,6.8,1.6,1.8547236990991407,1.6,1.019803902718557,0.0,0.0,1.0,1.5491933384829668,0.0,0.0,2.4,4.800000000000001,0.0,0.0,5.2,6.493073232299171,2.0,2.0976176963403033,0.2,0.4000000000000001
352612,26.4,37.897757189575216,17.0,22.244100341438852,17.0,9.715966241192895,1.0,0.8944271909999159,30.8,37.42940020892667,3.4,2.244994432064365,9.6,6.216108107168021,18.2,16.569852141766383,15.8,22.301569451498253,3.0,2.0976176963403033,3.4,2.6532998322843198,3.6,2.939387691339814
342504,12.8,8.084553172563094,1.4,1.9595917942265424,4.2,3.762977544445356,6.6,4.758150901348127,1.4,1.3564659966250536,26.0,21.50348808914498,2.2,1.7204650534085253,2.4,3.8781438859330635,3.0,1.8973665961010275,10.6,16.329115101560156,1.4,1.7435595774162693,15.4,14.38888459888396
348142,0.8,1.1661903789690602,10.8,18.192306066026926,1.4,1.4966629547095764,1.2,2.4000000000000004,5.8,2.2271057451320084,1.0,1.5491933384829668,2.6,1.624807680927192,8.0,9.879271228182775,4.2,5.946427498927402,1.2,0.7483314773547883,0.2,0.4,1.8,1.6
659831,1.0,2.0,0.2,0.4000000000000001,0.0,0.0,2.2,4.4,3.0,3.3466401061363023,0.4,0.8,3.2,5.912698199637793,0.0,0.0,5.0,8.148619514985345,0.0,0.0,0.6,0.7999999999999999,0.0,0.0
637934,0.4,0.8000000000000002,3.6,2.1540659228538015,2.0,2.6076809620810595,0.8,1.1661903789690602,22.4,26.985922255872598,1.2,1.16619037896906,14.0,6.723094525588644,1.0,1.2649110640673518,2.4,2.4979991993593593,0.6,0.7999999999999999,1.8,1.16619037896906,0.6,0.7999999999999999
175646,88.4,98.7534303201666,104.0,63.59559733189083,108.8,57.73525785860837,24.6,7.812809993849845,39.6,30.480157479908137,106.6,56.85279236765772,55.6,54.628197846899546,376.4,409.2596241996027,29.2,29.46455497712463,96.6,80.41293428298708,56.2,27.90268804255246,183.8,178.0262901933307
462727,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,11.0,15.633297796690243,17.0,25.392912396966203,0.4,0.8,0.0,0.0,0.0,0.0,4.0,5.329165037789691,0.4,0.48989794855663565,0.0,0.0,0.0,0.0
268410,5.8,5.035871324805669,0.4,0.48989794855663565,0.6,0.48989794855663565,5.0,3.40587727318528,5.2,5.878775382679628,2.2,2.85657137141714,1.0,1.0954451150103321,0.8,0.7483314773547883,2.4,1.854723699099141,3.2,2.3151673805580453,0.0,0.0,1.8,3.6
1108599,42.6,43.6971394944795,11.4,10.818502669038816,44.4,27.91845267918693,10.8,11.373653766490344,68.2,98.8764886107916,57.8,89.11879711935075,30.2,34.608669434117225,2.6,5.2,7.6,8.685620300243386,1.8,3.6000000000000005,5.0,6.29285308902091,0.2,0.4000000000000001
272175,2.0,1.4142135623730951,6.4,6.590902821313632,2.8,2.7856776554368237,1.8,2.1354156504062622,3.0,2.0976176963403033,1.4,1.3564659966250538,1.0,0.8944271909999159,1.4,1.2,1.0,1.0954451150103321,2.2,2.227105745132009,1.4,1.4966629547095764,2.4,2.727636339397171
